independentRank,learningStage,userTier,masteryTarget,priorityScore,canonicalForm,displayForm,unitType,independentStudy,formOfCanonical,formRelationType,parentLexicalUnitId,sourceBookCount,sourceFamilyCount,qualityStatus,lexicalUnitId,prerequisiteLexicalUnitIds,formCandidates
182,S0_foundation_automatic,A1,active_automatic,680,certain,certain,lexeme_candidate,True,,,,41,23,conflicting_variants,lu:cbbdf8897c5fc3b004,,[]
183,S0_foundation_automatic,A1,active_automatic,680,chain,chain,lexeme_candidate,True,,,,45,25,unreviewed,lu:bee2e45d11fc6f8391,,[]
184,S0_foundation_automatic,A1,active_automatic,680,chair,chair,lexeme_candidate,True,,,,43,24,unreviewed,lu:6181136d9b1f9bad32,,[]
185,S0_foundation_automatic,A1,active_automatic,680,challenge,challenge,lexeme_candidate,True,,,,61,27,conflicting_variants,lu:2711271fb481532d9c,,[]
186,S0_foundation_automatic,A1,active_automatic,680,champion,champion,lexeme_candidate,True,,,,55,28,conflicting_variants,lu:f7ff6b9c041045652e,,[]
187,S0_foundation_automatic,A1,active_automatic,680,change,change,lexeme_candidate,True,,,,51,27,conflicting_variants,lu:13d04a4243b86ecce3,,[]
188,S0_foundation_automatic,A1,active_automatic,680,channel,channel,lexeme_candidate,True,,,,57,28,conflicting_variants,lu:ae01ecaf7e71ac5f52,,[]
189,S0_foundation_automatic,A1,active_automatic,680,character,character,lexeme_candidate,True,,,,67,27,conflicting_variants,lu:c3e2a95510c4844052,,[]
190,S0_foundation_automatic,A1,active_automatic,680,charge,charge,lexeme_candidate,True,,,,59,31,conflicting_variants,lu:83551e41f864b97311,,[]
191,S0_foundation_automatic,A1,active_automatic,680,charity,charity,lexeme_candidate,True,,,,50,25,conflicting_variants,lu:3e9fc28c4b5641da0b,,[]
192,S0_foundation_automatic,A1,active_automatic,680,chart,chart,lexeme_candidate,True,,,,50,27,conflicting_variants,lu:05a8dc18c207ed82ee,,[]
193,S0_foundation_automatic,A1,active_automatic,680,cheap,cheap,lexeme_candidate,True,,,,41,25,unreviewed,lu:df16c05fd0be60727b,,[]
194,S0_foundation_automatic,A1,active_automatic,680,chemical,chemical,lexeme_candidate,True,,,,48,22,conflicting_variants,lu:283ea4b7df2c7004ce,,[]
195,S0_foundation_automatic,A1,active_automatic,680,chemistry,chemistry,lexeme_candidate,True,,,,38,22,unreviewed,lu:f82ce5888cce6d15a7,,[]
196,S0_foundation_automatic,A1,active_automatic,680,chicken,chicken,lexeme_candidate,True,,,,37,21,unreviewed,lu:572a4a23900e321be5,,[]
197,S0_foundation_automatic,A1,active_automatic,680,child,child,lexeme_candidate,True,,,,33,22,unreviewed,lu:10d6f3390cf17c8694,,[]
198,S0_foundation_automatic,A1,active_automatic,680,chip,chip,lexeme_candidate,True,,,,49,24,conflicting_variants,lu:cad3c86470ff57c322,,[]
199,S0_foundation_automatic,A1,active_automatic,680,chocolate,chocolate,lexeme_candidate,True,,,,35,21,unreviewed,lu:33ce4e75954776e3cf,,[]
200,S0_foundation_automatic,A1,active_automatic,680,city,city,lexeme_candidate,True,,,,38,25,conflicting_variants,lu:417922da86f2da64f3,,[]
201,S0_foundation_automatic,A1,active_automatic,680,class,class,lexeme_candidate,True,,,,48,25,unreviewed,lu:7b03996596b1f574b3,,[]
202,S0_foundation_automatic,A1,active_automatic,680,classic,classic,lexeme_candidate,True,,,,39,26,conflicting_variants,lu:d6ea6c477262c91352,,[]
203,S0_foundation_automatic,A1,active_automatic,680,clean,clean,lexeme_candidate,True,,,,46,26,conflicting_variants,lu:c2f1c7409f447ec946,,[]
204,S0_foundation_automatic,A1,active_automatic,680,clerk,clerk,lexeme_candidate,True,,,,38,24,conflicting_variants,lu:c35c88cfa1b2430fa0,,[]
205,S0_foundation_automatic,A1,active_automatic,680,client,client,lexeme_candidate,True,,,,49,26,conflicting_variants,lu:6a928d16d0c7669c2a,,[]
206,S0_foundation_automatic,A1,active_automatic,680,climate,climate,lexeme_candidate,True,,,,61,29,conflicting_variants,lu:4cf855e60fe5e42409,,[]
207,S0_foundation_automatic,A1,active_automatic,680,clock,clock,lexeme_candidate,True,,,,39,22,conflicting_variants,lu:3dabe55bfb6f460969,,[]
208,S0_foundation_automatic,A1,active_automatic,680,close,close,lexeme_candidate,True,,,,48,27,conflicting_variants,lu:8271302a104e0351eb,,[]
209,S0_foundation_automatic,A1,active_automatic,680,clothes,clothes,lexeme_candidate,True,,,,36,22,unreviewed,lu:5f9179c70147a36255,,"[{""canonicalForm"":""cloth"",""confidence"":""medium"",""lexicalUnitId"":""lu:1d38322b8acf95e625"",""relationType"":""plural_or_3sg""},{""canonicalForm"":""clothe"",""confidence"":""medium"",""lexicalUnitId"":""lu:02f0774929d171233d"",""relationType"":""plural_or_3sg""}]"
210,S0_foundation_automatic,A1,active_automatic,680,cloud,cloud,lexeme_candidate,True,,,,39,23,unreviewed,lu:6fd30cda99add06f52,,[]
211,S0_foundation_automatic,A1,active_automatic,680,club,club,lexeme_candidate,True,,,,36,23,unreviewed,lu:d4f29b6a38c430df0a,,[]
212,S0_foundation_automatic,A1,active_automatic,680,clue,clue,lexeme_candidate,True,,,,46,24,conflicting_variants,lu:39387afe56a511fae1,,[]
213,S0_foundation_automatic,A1,active_automatic,680,coat,coat,lexeme_candidate,True,,,,31,20,unreviewed,lu:e86a414098ffca0cb0,,[]
214,S0_foundation_automatic,A1,active_automatic,680,coffee,coffee,lexeme_candidate,True,,,,32,20,unreviewed,lu:5690d95bb89541ef8b,,[]
215,S0_foundation_automatic,A1,active_automatic,680,cold,cold,lexeme_candidate,True,,,,40,20,unreviewed,lu:b497d5a9a52e8336dd,,[]
216,S0_foundation_automatic,A1,active_automatic,680,collect,collect,lexeme_candidate,True,,,,52,27,unreviewed,lu:0f8c06b6affc2add4f,,[]
217,S0_foundation_automatic,A1,active_automatic,680,collection,collection,lexeme_candidate,True,,,,51,23,conflicting_variants,lu:8ff9c5ad7e4539bc93,,[]
218,S0_foundation_automatic,A1,active_automatic,680,come,come,lexeme_candidate,True,,,,36,24,conflicting_variants,lu:882c5756c52162c1d0,,[]
219,S0_foundation_automatic,A1,active_automatic,680,command,command,lexeme_candidate,True,,,,52,26,conflicting_variants,lu:34d5c344893cdcbb79,,[]
220,S0_foundation_automatic,A1,active_automatic,680,commercial,commercial,lexeme_candidate,True,,,,57,24,conflicting_variants,lu:148795575bf3e85b2a,,[]
221,S0_foundation_automatic,A1,active_automatic,680,community,community,lexeme_candidate,True,,,,60,30,conflicting_variants,lu:2abc81b30155b19183,,[]
222,S0_foundation_automatic,A1,active_automatic,680,compete,compete,lexeme_candidate,True,,,,54,27,conflicting_variants,lu:e583744aebb9fb80d6,,[]
223,S0_foundation_automatic,A1,active_automatic,680,competition,competition,lexeme_candidate,True,,,,54,25,conflicting_variants,lu:2cef5c9347afb265f2,,[]
224,S0_foundation_automatic,A1,active_automatic,680,complain,complain,lexeme_candidate,True,,,,50,26,conflicting_variants,lu:305729d270907aec49,,[]
225,S0_foundation_automatic,A1,active_automatic,680,complex,complex,lexeme_candidate,True,,,,69,32,conflicting_variants,lu:1a916fd28e2d186e03,,[]
226,S0_foundation_automatic,A1,active_automatic,680,computer,computer,lexeme_candidate,True,,,,39,21,conflicting_variants,lu:0f88aa475a6b5f06c8,,[]
227,S0_foundation_automatic,A1,active_automatic,680,concern,concern,lexeme_candidate,True,,,,57,31,conflicting_variants,lu:c6caa9d778894674fd,,[]
228,S0_foundation_automatic,A1,active_automatic,680,concert,concert,lexeme_candidate,True,,,,39,22,unreviewed,lu:9e1268dc5ffdeb9350,,[]
229,S0_foundation_automatic,A1,active_automatic,680,conclusion,conclusion,lexeme_candidate,True,,,,47,21,conflicting_variants,lu:429dc12dd10593196e,,[]
230,S0_foundation_automatic,A1,active_automatic,680,confidence,confidence,lexeme_candidate,True,,,,56,27,conflicting_variants,lu:56f3a11e680ac02ddf,,[]
231,S0_foundation_automatic,A1,active_automatic,680,contact,contact,lexeme_candidate,True,,,,56,27,conflicting_variants,lu:0314a9224d3a719f6b,,[]
232,S0_foundation_automatic,A1,active_automatic,680,contain,contain,lexeme_candidate,True,,,,55,31,conflicting_variants,lu:6863484bef6dc5f8e5,,[]
233,S0_foundation_automatic,A1,active_automatic,680,contest,contest,lexeme_candidate,True,,,,47,27,conflicting_variants,lu:b86f560e01b6db4640,,[]
234,S0_foundation_automatic,A1,active_automatic,680,cook,cook,lexeme_candidate,True,,,,46,25,unreviewed,lu:77eeeb10ccd86d0c55,,[]
235,S0_foundation_automatic,A1,active_automatic,680,cool,cool,lexeme_candidate,True,,,,43,22,unreviewed,lu:c834d7f68e4e57cd40,,[]
236,S0_foundation_automatic,A1,active_automatic,680,country,country,lexeme_candidate,True,,,,46,25,unreviewed,lu:8acb059ee85bb17d3e,,[]
237,S0_foundation_automatic,A1,active_automatic,680,court,court,lexeme_candidate,True,,,,56,27,conflicting_variants,lu:68b882db3d2fd19fee,,[]
238,S0_foundation_automatic,A1,active_automatic,680,cow,cow,lexeme_candidate,True,,,,35,20,unreviewed,lu:40c7ffa607f343bcb2,,[]
239,S0_foundation_automatic,A1,active_automatic,680,crash,crash,lexeme_candidate,True,,,,58,30,conflicting_variants,lu:fca2477d80d1d49e28,,[]
240,S0_foundation_automatic,A1,active_automatic,680,cream,cream,lexeme_candidate,True,,,,35,20,unreviewed,lu:c21ba711910ef818d9,,[]
241,S0_foundation_automatic,A1,active_automatic,680,crew,crew,lexeme_candidate,True,,,,42,23,conflicting_variants,lu:b0c1085c948c9e4c9a,,[]
242,S0_foundation_automatic,A1,active_automatic,680,cry,cry,lexeme_candidate,True,,,,36,22,unreviewed,lu:d801e4264d5faa2874,,[]
243,S0_foundation_automatic,A1,active_automatic,680,cup,cup,lexeme_candidate,True,,,,34,20,unreviewed,lu:4d591b3955355eebb2,,[]
244,S0_foundation_automatic,A1,active_automatic,680,curious,curious,lexeme_candidate,True,,,,46,24,conflicting_variants,lu:aadaed5225c32781ea,,[]
245,S0_foundation_automatic,A1,active_automatic,680,customer,customer,lexeme_candidate,True,,,,49,26,conflicting_variants,lu:1698973a5986911af5,,[]
246,S0_foundation_automatic,A1,active_automatic,680,cut,cut,lexeme_candidate,True,,,,46,26,conflicting_variants,lu:e6afe532770736581e,,[]
247,S0_foundation_automatic,A1,active_automatic,680,damage,damage,lexeme_candidate,True,,,,51,29,conflicting_variants,lu:29437c2628780cee78,,[]
248,S0_foundation_automatic,A1,active_automatic,680,dance,dance,lexeme_candidate,True,,,,39,22,unreviewed,lu:4c0c02d83e4f344ea2,,[]
249,S0_foundation_automatic,A1,active_automatic,680,dangerous,dangerous,lexeme_candidate,True,,,,37,19,unreviewed,lu:a5709bebdd35cc1043,,[]
250,S0_foundation_automatic,A1,active_automatic,680,dark,dark,lexeme_candidate,True,,,,43,23,unreviewed,lu:9a7b1961b355b64601,,[]
251,S0_foundation_automatic,A1,active_automatic,680,day,day,lexeme_candidate,True,,,,40,24,conflicting_variants,lu:a760b23b6a8d2e0fa8,,[]
252,S0_foundation_automatic,A1,active_automatic,680,dear,dear,lexeme_candidate,True,,,,35,21,unreviewed,lu:d23bd5aae5749d538e,,[]
253,S0_foundation_automatic,A1,active_automatic,680,death,death,lexeme_candidate,True,,,,30,22,conflicting_variants,lu:f7afd7f83e4dfea7c9,,[]
254,S0_foundation_automatic,A1,active_automatic,680,decide,decide,lexeme_candidate,True,,,,45,25,conflicting_variants,lu:3eee32e8f8b1ff155f,,[]
255,S0_foundation_automatic,A1,active_automatic,680,deep,deep,lexeme_candidate,True,,,,32,22,unreviewed,lu:bc5efeb3e4054a53c9,,[]
256,S0_foundation_automatic,A1,active_automatic,680,degree,degree,lexeme_candidate,True,,,,57,27,unreviewed,lu:720ab005c6773b4ddf,,[]
257,S0_foundation_automatic,A1,active_automatic,680,deliver,deliver,lexeme_candidate,True,,,,58,28,unreviewed,lu:33b3dc3f3e5ad5fdd2,,[]
258,S0_foundation_automatic,A1,active_automatic,680,deserve,deserve,lexeme_candidate,True,,,,49,26,conflicting_variants,lu:fa39ebcb05f3196299,,[]
259,S0_foundation_automatic,A1,active_automatic,680,design,design,lexeme_candidate,True,,,,59,28,conflicting_variants,lu:b731d6f68c6e68b576,,[]
260,S0_foundation_automatic,A1,active_automatic,680,destroy,destroy,lexeme_candidate,True,,,,43,25,conflicting_variants,lu:dba5a009c93d72b14c,,[]
261,S0_foundation_automatic,A1,active_automatic,680,detail,detail,lexeme_candidate,True,,,,59,28,conflicting_variants,lu:7758c0222dcf57a6be,,[]
262,S0_foundation_automatic,A1,active_automatic,680,diet,diet,lexeme_candidate,True,,,,43,24,unreviewed,lu:9e42797423d40c3491,,[]
263,S0_foundation_automatic,A1,active_automatic,680,different,different,lexeme_candidate,True,,,,45,26,conflicting_variants,lu:94e5eac8de1366a936,,[]
264,S0_foundation_automatic,A1,active_automatic,680,difficult,difficult,lexeme_candidate,True,,,,40,25,conflicting_variants,lu:aa7acde94cffb141b4,,[]
265,S0_foundation_automatic,A1,active_automatic,680,dinner,dinner,lexeme_candidate,True,,,,39,24,unreviewed,lu:4894f367f34b1c3c44,,[]
266,S0_foundation_automatic,A1,active_automatic,680,direct,direct,lexeme_candidate,True,,,,50,29,conflicting_variants,lu:46e9866a6de578c5e4,,[]
267,S0_foundation_automatic,A1,active_automatic,680,dirty,dirty,lexeme_candidate,True,,,,34,20,unreviewed,lu:9f502f44ca459fe055,,[]
268,S0_foundation_automatic,A1,active_automatic,680,disaster,disaster,lexeme_candidate,True,,,,48,26,conflicting_variants,lu:cc3bcc8ee9b9951f48,,[]
269,S0_foundation_automatic,A1,active_automatic,680,dish,dish,lexeme_candidate,True,,,,37,23,unreviewed,lu:982f62a17edef204da,,[]
270,S0_foundation_automatic,A1,active_automatic,680,distance,distance,lexeme_candidate,True,,,,46,27,unreviewed,lu:6fd550303e901d253a,,[]
271,S0_foundation_automatic,A1,active_automatic,680,doctor,doctor,lexeme_candidate,True,,,,46,25,unreviewed,lu:ab0faaa88de514d87f,,[]
272,S0_foundation_automatic,A1,active_automatic,680,document,document,lexeme_candidate,True,,,,52,27,conflicting_variants,lu:4bdf8f1d4372e22d14,,[]
273,S0_foundation_automatic,A1,active_automatic,680,dog,dog,lexeme_candidate,True,,,,31,22,unreviewed,lu:8175390a049df602a5,,[]
274,S0_foundation_automatic,A1,active_automatic,680,doubt,doubt,lexeme_candidate,True,,,,42,26,unreviewed,lu:cce3acc4a4fb59afaa,,[]
275,S0_foundation_automatic,A1,active_automatic,680,down,down,lexeme_candidate,True,,,,39,25,conflicting_variants,lu:ecd404283b68c09f04,,[]
276,S0_foundation_automatic,A1,active_automatic,680,drag,drag,lexeme_candidate,True,,,,41,25,conflicting_variants,lu:7333761c665b106423,,[]
277,S0_foundation_automatic,A1,active_automatic,680,drama,drama,lexeme_candidate,True,,,,39,19,conflicting_variants,lu:2446cd3963563daa2e,,[]
278,S0_foundation_automatic,A1,active_automatic,680,dramatic,dramatic,lexeme_candidate,True,,,,46,23,conflicting_variants,lu:f6c953b4058efc98fd,,[]
279,S0_foundation_automatic,A1,active_automatic,680,draw,draw,lexeme_candidate,True,,,,47,24,unreviewed,lu:14e1244488e8e33bf1,,[]
280,S0_foundation_automatic,A1,active_automatic,680,dream,dream,lexeme_candidate,True,,,,38,23,unreviewed,lu:2aae117d496a3f871b,,[]
281,S0_foundation_automatic,A1,active_automatic,680,dress,dress,lexeme_candidate,True,,,,41,22,unreviewed,lu:d3ff121b6a6e2a15f8,,[]
282,S0_foundation_automatic,A1,active_automatic,680,drink,drink,lexeme_candidate,True,,,,47,25,conflicting_variants,lu:060b8bc110aead6d50,,[]
283,S0_foundation_automatic,A1,active_automatic,680,dry,dry,lexeme_candidate,True,,,,36,22,unreviewed,lu:001468702e0c16f440,,[]
284,S0_foundation_automatic,A1,active_automatic,680,dust,dust,lexeme_candidate,True,,,,35,23,unreviewed,lu:bd32643d53dde926fc,,[]
285,S0_foundation_automatic,A1,active_automatic,680,each,each,lexeme_candidate,True,,,,33,21,conflicting_variants,lu:82a4de71dd3d289b87,,[]
286,S0_foundation_automatic,A1,active_automatic,680,ear,ear,lexeme_candidate,True,,,,36,19,unreviewed,lu:2caceda6d3fb730c5a,,[]
287,S0_foundation_automatic,A1,active_automatic,680,early,early,lexeme_candidate,True,,,,36,23,conflicting_variants,lu:3b7739eacd31a3dcb8,,[]
288,S0_foundation_automatic,A1,active_automatic,680,earn,earn,lexeme_candidate,True,,,,37,25,unreviewed,lu:40ca9e0c23628d4e97,,[]
289,S0_foundation_automatic,A1,active_automatic,680,earth,earth,lexeme_candidate,True,,,,39,24,unreviewed,lu:16bee69a29b3979237,,[]
290,S0_foundation_automatic,A1,active_automatic,680,east,east,lexeme_candidate,True,,,,36,23,unreviewed,lu:91e89a65956b9b6fa2,,[]
291,S0_foundation_automatic,A1,active_automatic,680,easy,easy,lexeme_candidate,True,,,,38,25,conflicting_variants,lu:b750016e4250aa3588,,[]
292,S0_foundation_automatic,A1,active_automatic,680,eat,eat,lexeme_candidate,True,,,,37,22,unreviewed,lu:a9eefe5ca47e739e31,,[]
293,S0_foundation_automatic,A1,active_automatic,680,edge,edge,lexeme_candidate,True,,,,42,29,conflicting_variants,lu:1aad91319cea38aedc,,[]
294,S0_foundation_automatic,A1,active_automatic,680,editor,editor,lexeme_candidate,True,,,,43,23,conflicting_variants,lu:858be9a21542bdc16a,,[]
295,S0_foundation_automatic,A1,active_automatic,680,effect,effect,lexeme_candidate,True,,,,50,29,conflicting_variants,lu:f3cd500e97a05db4b0,,[]
296,S0_foundation_automatic,A1,active_automatic,680,egg,egg,lexeme_candidate,True,,,,35,22,unreviewed,lu:c560d269a5810dd7e4,,[]
297,S0_foundation_automatic,A1,active_automatic,680,electronic,electronic,lexeme_candidate,True,,,,47,23,conflicting_variants,lu:3a7bce7963fd2f8636,,[]
298,S0_foundation_automatic,A1,active_automatic,680,else,else,lexeme_candidate,True,,,,32,21,conflicting_variants,lu:093881f26bc7db5543,,[]
299,S0_foundation_automatic,A1,active_automatic,680,emergency,emergency,lexeme_candidate,True,,,,62,29,conflicting_variants,lu:2c04e884e176002d3c,,[]
300,S0_foundation_automatic,A1,active_automatic,680,emotion,emotion,lexeme_candidate,True,,,,58,28,conflicting_variants,lu:674d62462aabc2ca67,,[]
301,S0_foundation_automatic,A1,active_automatic,680,enable,enable,lexeme_candidate,True,,,,46,26,conflicting_variants,lu:09c6461a1cc34c9383,,[]
302,S0_foundation_automatic,A1,active_automatic,680,end,end,lexeme_candidate,True,,,,42,24,conflicting_variants,lu:77e3ed4c02cee01d10,,[]
303,S0_foundation_automatic,A1,active_automatic,680,energy,energy,lexeme_candidate,True,,,,43,26,unreviewed,lu:c750eebe2c31873017,,[]
304,S0_foundation_automatic,A1,active_automatic,680,engine,engine,lexeme_candidate,True,,,,44,23,conflicting_variants,lu:eddb02f1d731e3a99e,,[]
305,S0_foundation_automatic,A1,active_automatic,680,enjoy,enjoy,lexeme_candidate,True,,,,40,25,conflicting_variants,lu:623334fdcfb34fa700,,[]
306,S0_foundation_automatic,A1,active_automatic,680,enough,enough,lexeme_candidate,True,,,,36,23,conflicting_variants,lu:8c6aac37746295d836,,[]
307,S0_foundation_automatic,A1,active_automatic,680,entry,entry,lexeme_candidate,True,,,,38,24,conflicting_variants,lu:1569b606c0ab60289b,,[]
308,S0_foundation_automatic,A1,active_automatic,680,environmental,environmental,lexeme_candidate,True,,,,30,21,conflicting_variants,lu:8d849b30d568a81779,,[]
309,S0_foundation_automatic,A1,active_automatic,680,equipment,equipment,lexeme_candidate,True,,,,51,26,conflicting_variants,lu:1f7ee069348382dd44,,[]
310,S0_foundation_automatic,A1,active_automatic,680,escape,escape,lexeme_candidate,True,,,,45,28,conflicting_variants,lu:574bb9e58dac98707c,,[]
311,S0_foundation_automatic,A1,active_automatic,680,evening,evening,lexeme_candidate,True,,,,36,21,unreviewed,lu:df567d7e3a3754a4cf,,"[{""canonicalForm"":""even"",""confidence"":""medium"",""lexicalUnitId"":""lu:3e3eecd95c9603f324"",""relationType"":""present_participle""}]"
312,S0_foundation_automatic,A1,active_automatic,680,event,event,lexeme_candidate,True,,,,47,25,conflicting_variants,lu:95de62c1b0f38ee5dc,,[]
313,S0_foundation_automatic,A1,active_automatic,680,every,every,lexeme_candidate,True,,,,32,21,conflicting_variants,lu:d6a5400fd4f1e3ccb6,,[]
314,S0_foundation_automatic,A1,active_automatic,680,everyone,everyone,lexeme_candidate,True,,,,33,19,unreviewed,lu:6566fab5f42bc16d34,,[]
315,S0_foundation_automatic,A1,active_automatic,680,exact,exact,lexeme_candidate,True,,,,44,28,conflicting_variants,lu:4883172e79afd32fec,,[]
316,S0_foundation_automatic,A1,active_automatic,680,exchange,exchange,lexeme_candidate,True,,,,60,29,conflicting_variants,lu:7a3436fbda093d78db,,[]
